t,y1,y2
5.057,2.12811,4.48143
5.058,2.12786,4.48192
5.059,2.12761,4.48241
5.06,2.12736,4.4829
5.061,2.12711,4.48339
5.062,2.12686,4.48388
5.063,2.12661,4.48437
5.064,2.12636,4.48485
5.065,2.12611,4.48534
5.066,2.12586,4.48583
5.067,2.12561,4.48632
5.068,2.12536,4.48681
5.069,2.12512,4.48729
5.07,2.12487,4.48778
5.071,2.12462,4.48827
5.072,2.12437,4.48875
5.073,2.12412,4.48924
5.074,2.12387,4.48972
5.075,2.12363,4.49021
5.076,2.12338,4.49069
5.077,2.12313,4.49118
5.078,2.12288,4.49166
5.079,2.12264,4.49215
5.08,2.12239,4.49263
5.081,2.12214,4.49311
5.082,2.1219,4.4936
5.083,2.12165,4.49408
5.084,2.1214,4.49456
5.085,2.12116,4.49504
5.086,2.12091,4.49553
5.087,2.12066,4.49601
5.088,2.12042,4.49649
5.089,2.12017,4.49697
5.09,2.11992,4.49745
5.091,2.11968,4.49793
5.092,2.11943,4.49841
5.093,2.11919,4.49889
5.094,2.11894,4.49937
5.095,2.1187,4.49985
5.096,2.11845,4.50033
5.097,2.11821,4.5008
5.098,2.11796,4.50128
5.099,2.11772,4.50176
5.1,2.11747,4.50224
5.101,2.11723,4.50271
5.102,2.11698,4.50319
5.103,2.11674,4.50367
5.104,2.1165,4.50414
5.105,2.11625,4.50462
5.106,2.11601,4.50509
5.107,2.11577,4.50557
5.108,2.11552,4.50604
5.109,2.11528,4.50652
5.11,2.11504,4.50699
5.111,2.11479,4.50746
5.112,2.11455,4.50794
5.113,2.11431,4.50841
5.114,2.11406,4.50888
5.115,2.11382,4.50936
5.116,2.11358,4.50983
5.117,2.11334,4.5103
5.118,2.11309,4.51077
5.119,2.11285,4.51124
5.12,2.11261,4.51171
5.121,2.11237,4.51218
5.122,2.11213,4.51265
5.123,2.11189,4.51312
5.124,2.11164,4.51359
5.125,2.1114,4.51406
5.126,2.11116,4.51453
5.127,2.11092,4.515
5.128,2.11068,4.51547
5.129,2.11044,4.51594
5.13,2.1102,4.5164
5.131,2.10996,4.51687
5.132,2.10972,4.51734
5.133,2.10948,4.51781
5.134,2.10924,4.51827
5.135,2.109,4.51874
5.136,2.10876,4.5192
5.137,2.10852,4.51967
5.138,2.10828,4.52013
5.139,2.10804,4.5206
5.14,2.1078,4.52106
5.141,2.10756,4.52153
5.142,2.10732,4.52199
5.143,2.10709,4.52245
5.144,2.10685,4.52292
5.145,2.10661,4.52338
5.146,2.10637,4.52384
5.147,2.10613,4.52431
5.148,2.10589,4.52477
5.149,2.10566,4.52523
5.15,2.10542,4.52569
5.151,2.10518,4.52615
5.152,2.10494,4.52661
5.153,2.10471,4.52707
5.154,2.10447,4.52753
5.155,2.10423,4.52799
5.156,2.10399,4.52845
5.157,2.10376,4.52891
5.158,2.10352,4.52937
5.159,2.10328,4.52983
5.16,2.10305,4.53029
5.161,2.10281,4.53074
5.162,2.10258,4.5312
5.163,2.10234,4.53166
5.164,2.1021,4.53211
5.165,2.10187,4.53257
5.166,2.10163,4.53303
5.167,2.1014,4.53348
5.168,2.10116,4.53394
5.169,2.10093,4.53439
5.17,2.10069,4.53485
5.171,2.10046,4.5353
5.172,2.10022,4.53576
5.173,2.09999,4.53621
5.174,2.09975,4.53667
5.175,2.09952,4.53712
5.176,2.09929,4.53757
5.177,2.09905,4.53802
5.178,2.09882,4.53848
5.179,2.09858,4.53893
5.18,2.09835,4.53938
5.181,2.09812,4.53983
5.182,2.09788,4.54028
5.183,2.09765,4.54073
5.184,2.09742,4.54118
5.185,2.09718,4.54163
5.186,2.09695,4.54208
5.187,2.09672,4.54253
5.188,2.09649,4.54298
5.189,2.09625,4.54343
5.19,2.09602,4.54388
5.191,2.09579,4.54433
5.192,2.09556,4.54478
5.193,2.09533,4.54522
5.194,2.09509,4.54567
5.195,2.09486,4.54612
5.196,2.09463,4.54657
5.197,2.0944,4.54701
5.198,2.09417,4.54746
5.199,2.09394,4.5479
5.2,2.09371,4.54835
5.201,2.09348,4.54879
5.202,2.09325,4.54924
5.203,2.09302,4.54968
5.204,2.09279,4.55013
5.205,2.09256,4.55057
5.206,2.09233,4.55101
5.207,2.0921,4.55146
5.208,2.09187,4.5519
5.209,2.09164,4.55234
5.21,2.09141,4.55279
5.211,2.09118,4.55323
5.212,2.09095,4.55367
5.213,2.09072,4.55411
5.214,2.09049,4.55455
5.215,2.09026,4.55499
5.216,2.09004,4.55543
5.217,2.08981,4.55587
5.218,2.08958,4.55631
5.219,2.08935,4.55675
5.22,2.08912,4.55719
5.221,2.0889,4.55763
5.222,2.08867,4.55807
5.223,2.08844,4.55851
5.224,2.08821,4.55894
5.225,2.08799,4.55938
5.226,2.08776,4.55982
5.227,2.08753,4.56026
5.228,2.08731,4.56069
5.229,2.08708,4.56113
5.23,2.08685,4.56156
5.231,2.08663,4.562
5.232,2.0864,4.56244
5.233,2.08617,4.56287
5.234,2.08595,4.5633
5.235,2.08572,4.56374
5.236,2.0855,4.56417
5.237,2.08527,4.56461
5.238,2.08505,4.56504
5.239,2.08482,4.56547
5.24,2.0846,4.56591
5.241,2.08437,4.56634
5.242,2.08415,4.56677
5.243,2.08392,4.5672
5.244,2.0837,4.56763
5.245,2.08347,4.56807
5.246,2.08325,4.5685
5.247,2.08303,4.56893
5.248,2.0828,4.56936
5.249,2.08258,4.56979
5.25,2.08235,4.57022
5.251,2.08213,4.57065
5.252,2.08191,4.57107
5.253,2.08168,4.5715
5.254,2.08146,4.57193
5.255,2.08124,4.57236
5.256,2.08102,4.57279
5.257,2.08079,4.57322
5.258,2.08057,4.57364
5.259,2.08035,4.57407
5.26,2.08013,4.5745
5.261,2.07991,4.57492
5.262,2.07968,4.57535
5.263,2.07946,4.57577
5.264,2.07924,4.5762
5.265,2.07902,4.57662
5.266,2.0788,4.57705
5.267,2.07858,4.57747
5.268,2.07836,4.5779
5.269,2.07814,4.57832
5.27,2.07791,4.57874
5.271,2.07769,4.57917
5.272,2.07747,4.57959
5.273,2.07725,4.58001
5.274,2.07703,4.58043
5.275,2.07681,4.58086
5.276,2.07659,4.58128
5.277,2.07637,4.5817
5.278,2.07616,4.58212
5.279,2.07594,4.58254
5.28,2.07572,4.58296
5.281,2.0755,4.58338
5.282,2.07528,4.5838
5.283,2.07506,4.58422
5.284,2.07484,4.58464
5.285,2.07462,4.58506
5.286,2.07441,4.58547
5.287,2.07419,4.58589
5.288,2.07397,4.58631
5.289,2.07375,4.58673
5.29,2.07353,4.58714
5.291,2.07332,4.58756
5.292,2.0731,4.58798
5.293,2.07288,4.58839
5.294,2.07267,4.58881
5.295,2.07245,4.58922
5.296,2.07223,4.58964
5.297,2.07202,4.59005
5.298,2.0718,4.59047
5.299,2.07158,4.59088
5.3,2.07137,4.5913
5.301,2.07115,4.59171
5.302,2.07093,4.59212
5.303,2.07072,4.59254
5.304,2.0705,4.59295
5.305,2.07029,4.59336
5.306,2.07007,4.59377
5.307,2.06986,4.59419
5.308,2.06964,4.5946
5.309,2.06943,4.59501
5.31,2.06921,4.59542
5.311,2.069,4.59583
5.312,2.06878,4.59624
5.313,2.06857,4.59665
5.314,2.06836,4.59706
5.315,2.06814,4.59747
5.316,2.06793,4.59788
5.317,2.06772,4.59829
5.318,2.0675,4.59869
5.319,2.06729,4.5991
5.32,2.06708,4.59951
5.321,2.06686,4.59992
5.322,2.06665,4.60032
5.323,2.06644,4.60073
5.324,2.06622,4.60114
5.325,2.06601,4.60154
5.326,2.0658,4.60195
5.327,2.06559,4.60236
5.328,2.06538,4.60276
5.329,2.06516,4.60317
5.33,2.06495,4.60357
5.331,2.06474,4.60397
5.332,2.06453,4.60438
5.333,2.06432,4.60478
5.334,2.06411,4.60518
5.335,2.0639,4.60559
5.336,2.06369,4.60599
5.337,2.06348,4.60639
5.338,2.06327,4.60679
5.339,2.06306,4.6072
5.34,2.06284,4.6076
5.341,2.06263,4.608
5.342,2.06243,4.6084
5.343,2.06222,4.6088
5.344,2.06201,4.6092
5.345,2.0618,4.6096
5.346,2.06159,4.61
5.347,2.06138,4.6104
5.348,2.06117,4.6108
5.349,2.06096,4.6112
5.35,2.06075,4.6116
5.351,2.06054,4.61199
5.352,2.06034,4.61239
5.353,2.06013,4.61279
5.354,2.05992,4.61319
5.355,2.05971,4.61358
5.356,2.0595,4.61398
5.357,2.0593,4.61438
5.358,2.05909,4.61477
5.359,2.05888,4.61517
5.36,2.05868,4.61556
5.361,2.05847,4.61596
5.362,2.05826,4.61635
5.363,2.05805,4.61675
5.364,2.05785,4.61714
5.365,2.05764,4.61753
5.366,2.05744,4.61793
5.367,2.05723,4.61832
5.368,2.05702,4.61871
5.369,2.05682,4.6191
5.37,2.05661,4.6195
5.371,2.05641,4.61989
5.372,2.0562,4.62028
5.373,2.056,4.62067
5.374,2.05579,4.62106
5.375,2.05559,4.62145
5.376,2.05538,4.62184
5.377,2.05518,4.62223
5.378,2.05497,4.62262
5.379,2.05477,4.62301
5.38,2.05457,4.6234
5.381,2.05436,4.62379
5.382,2.05416,4.62418
5.383,2.05396,4.62457
5.384,2.05375,4.62495
5.385,2.05355,4.62534
5.386,2.05335,4.62573
5.387,2.05314,4.62612
5.388,2.05294,4.6265
5.389,2.05274,4.62689
5.39,2.05254,4.62727
5.391,2.05233,4.62766
5.392,2.05213,4.62804
5.393,2.05193,4.62843
5.394,2.05173,4.62881
5.395,2.05153,4.6292
5.396,2.05132,4.62958
5.397,2.05112,4.62997
5.398,2.05092,4.63035
5.399,2.05072,4.63073
5.4,2.05052,4.63112
5.401,2.05032,4.6315
5.402,2.05012,4.63188
5.403,2.04992,4.63226
5.404,2.04972,4.63264
5.405,2.04952,4.63303
5.406,2.04932,4.63341
5.407,2.04912,4.63379
5.408,2.04892,4.63417
5.409,2.04872,4.63455
5.41,2.04852,4.63493
5.411,2.04832,4.63531
5.412,2.04812,4.63569
5.413,2.04792,4.63606
5.414,2.04772,4.63644
5.415,2.04752,4.63682
5.416,2.04733,4.6372
5.417,2.04713,4.63758
5.418,2.04693,4.63795
5.419,2.04673,4.63833
5.42,2.04653,4.63871
5.421,2.04634,4.63908
5.422,2.04614,4.63946
5.423,2.04594,4.63984
5.424,2.04574,4.64021
5.425,2.04555,4.64059
5.426,2.04535,4.64096
5.427,2.04515,4.64134
5.428,2.04496,4.64171
5.429,2.04476,4.64208
5.43,2.04457,4.64246
5.431,2.04437,4.64283
5.432,2.04417,4.6432
5.433,2.04398,4.64358
5.434,2.04378,4.64395
5.435,2.04359,4.64432
5.436,2.04339,4.64469
5.437,2.0432,4.64506
5.438,2.043,4.64543
5.439,2.04281,4.64581
5.44,2.04261,4.64618
5.441,2.04242,4.64655
5.442,2.04222,4.64692
5.443,2.04203,4.64729
5.444,2.04183,4.64766
5.445,2.04164,4.64802
5.446,2.04145,4.64839
5.447,2.04125,4.64876
5.448,2.04106,4.64913
5.449,2.04087,4.6495
5.45,2.04067,4.64986
5.451,2.04048,4.65023
5.452,2.04029,4.6506
5.453,2.0401,4.65096
5.454,2.0399,4.65133
5.455,2.03971,4.6517
5.456,2.03952,4.65206
5.457,2.03933,4.65243
5.458,2.03913,4.65279
5.459,2.03894,4.65316
5.46,2.03875,4.65352
5.461,2.03856,4.65389
5.462,2.03837,4.65425
5.463,2.03818,4.65461
5.464,2.03799,4.65498
5.465,2.0378,4.65534
5.466,2.03761,4.6557
5.467,2.03741,4.65606
5.468,2.03722,4.65643
5.469,2.03703,4.65679
5.47,2.03684,4.65715
5.471,2.03665,4.65751
5.472,2.03647,4.65787
5.473,2.03628,4.65823
5.474,2.03609,4.65859
5.475,2.0359,4.65895
5.476,2.03571,4.65931
5.477,2.03552,4.65967
5.478,2.03533,4.66003
5.479,2.03514,4.66039
5.48,2.03495,4.66074
5.481,2.03477,4.6611
5.482,2.03458,4.66146
5.483,2.03439,4.66182
5.484,2.0342,4.66217
5.485,2.03401,4.66253
5.486,2.03383,4.66289
5.487,2.03364,4.66324
5.488,2.03345,4.6636
5.489,2.03327,4.66395
5.49,2.03308,4.66431
5.491,2.03289,4.66466
5.492,2.03271,4.66502
5.493,2.03252,4.66537
5.494,2.03233,4.66573
5.495,2.03215,4.66608
5.496,2.03196,4.66643
5.497,2.03178,4.66679
5.498,2.03159,4.66714
5.499,2.0314,4.66749
5.5,2.03122,4.66784
5.501,2.03103,4.6682
5.502,2.03085,4.66855
5.503,2.03066,4.6689
5.504,2.03048,4.66925
5.505,2.0303,4.6696
5.506,2.03011,4.66995
5.507,2.02993,4.6703
5.508,2.02974,4.67065
5.509,2.02956,4.671
5.51,2.02938,4.67135
5.511,2.02919,4.6717
5.512,2.02901,4.67205
5.513,2.02883,4.67239
5.514,2.02864,4.67274
5.515,2.02846,4.67309
5.516,2.02828,4.67344
5.517,2.02809,4.67378
5.518,2.02791,4.67413
5.519,2.02773,4.67448
5.52,2.02755,4.67482
5.521,2.02737,4.67517
5.522,2.02718,4.67551
5.523,2.027,4.67586
5.524,2.02682,4.6762
5.525,2.02664,4.67655
5.526,2.02646,4.67689
5.527,2.02628,4.67724
5.528,2.0261,4.67758
5.529,2.02592,4.67792
5.53,2.02574,4.67827
5.531,2.02556,4.67861
5.532,2.02538,4.67895
5.533,2.0252,4.67929
5.534,2.02502,4.67964
5.535,2.02484,4.67998
5.536,2.02466,4.68032
5.537,2.02448,4.68066
5.538,2.0243,4.681
5.539,2.02412,4.68134
5.54,2.02394,4.68168
5.541,2.02376,4.68202
5.542,2.02358,4.68236
5.543,2.0234,4.6827
5.544,2.02323,4.68304
5.545,2.02305,4.68338
5.546,2.02287,4.68371
5.547,2.02269,4.68405
5.548,2.02251,4.68439
5.549,2.02234,4.68473
5.55,2.02216,4.68506
5.551,2.02198,4.6854
5.552,2.02181,4.68574
5.553,2.02163,4.68607
5.554,2.02145,4.68641
5.555,2.02128,4.68674
5.556,2.0211,4.68708
5.557,2.02092,4.68741
5.558,2.02075,4.68775
5.559,2.02057,4.68808
5.56,2.0204,4.68842
5.561,2.02022,4.68875
5.562,2.02004,4.68908
5.563,2.01987,4.68942
5.564,2.01969,4.68975
5.565,2.01952,4.69008
5.566,2.01934,4.69041
5.567,2.01917,4.69074
5.568,2.019,4.69108
5.569,2.01882,4.69141
5.57,2.01865,4.69174
5.571,2.01847,4.69207
5.572,2.0183,4.6924
5.573,2.01813,4.69273
5.574,2.01795,4.69306
5.575,2.01778,4.69339
5.576,2.01761,4.69372
5.577,2.01743,4.69405
5.578,2.01726,4.69437
5.579,2.01709,4.6947
5.58,2.01691,4.69503
5.581,2.01674,4.69536
5.582,2.01657,4.69568
5.583,2.0164,4.69601
5.584,2.01623,4.69634
5.585,2.01605,4.69666
5.586,2.01588,4.69699
5.587,2.01571,4.69732
5.588,2.01554,4.69764
5.589,2.01537,4.69797
5.59,2.0152,4.69829
5.591,2.01503,4.69862
5.592,2.01486,4.69894
5.593,2.01469,4.69926
5.594,2.01452,4.69959
5.595,2.01435,4.69991
5.596,2.01418,4.70023
5.597,2.01401,4.70056
5.598,2.01384,4.70088
5.599,2.01367,4.7012
5.6,2.0135,4.70152
5.601,2.01333,4.70185
5.602,2.01316,4.70217
5.603,2.01299,4.70249
5.604,2.01282,4.70281
5.605,2.01265,4.70313
5.606,2.01248,4.70345
5.607,2.01232,4.70377
5.608,2.01215,4.70409
5.609,2.01198,4.70441
5.61,2.01181,4.70473
5.611,2.01165,4.70504
5.612,2.01148,4.70536
5.613,2.01131,4.70568
5.614,2.01114,4.706
5.615,2.01098,4.70632
5.616,2.01081,4.70663
5.617,2.01064,4.70695
5.618,2.01048,4.70727
5.619,2.01031,4.70758
5.62,2.01014,4.7079
5.621,2.00998,4.70821
5.622,2.00981,4.70853
5.623,2.00965,4.70884
5.624,2.00948,4.70916
5.625,2.00932,4.70947
5.626,2.00915,4.70979
5.627,2.00899,4.7101
5.628,2.00882,4.71041
5.629,2.00866,4.71073
5.63,2.00849,4.71104
5.631,2.00833,4.71135
5.632,2.00816,4.71166
5.633,2.008,4.71198
5.634,2.00783,4.71229
5.635,2.00767,4.7126
5.636,2.00751,4.71291
5.637,2.00734,4.71322
5.638,2.00718,4.71353
5.639,2.00702,4.71384
5.64,2.00685,4.71415
5.641,2.00669,4.71446
5.642,2.00653,4.71477
5.643,2.00637,4.71508
5.644,2.0062,4.71539
5.645,2.00604,4.7157
5.646,2.00588,4.716
5.647,2.00572,4.71631
5.648,2.00556,4.71662
5.649,2.00539,4.71693
5.65,2.00523,4.71723
5.651,2.00507,4.71754
5.652,2.00491,4.71785
5.653,2.00475,4.71815
5.654,2.00459,4.71846
5.655,2.00443,4.71876
5.656,2.00427,4.71907
5.657,2.00411,4.71937
5.658,2.00395,4.71968
5.659,2.00379,4.71998
5.66,2.00363,4.72029
5.661,2.00347,4.72059
5.662,2.00331,4.72089
5.663,2.00315,4.72119
5.664,2.00299,4.7215
5.665,2.00283,4.7218
5.666,2.00267,4.7221
5.667,2.00251,4.7224
5.668,2.00236,4.72271
5.669,2.0022,4.72301
5.67,2.00204,4.72331
5.671,2.00188,4.72361
5.672,2.00172,4.72391
5.673,2.00157,4.72421
5.674,2.00141,4.72451
5.675,2.00125,4.72481
5.676,2.00109,4.72511
5.677,2.00094,4.72541
5.678,2.00078,4.7257
5.679,2.00062,4.726
5.68,2.00047,4.7263
5.681,2.00031,4.7266
5.682,2.00015,4.7269
5.683,2,4.72719
5.684,1.99984,4.72749
5.685,1.99969,4.72779
5.686,1.99953,4.72808
5.687,1.99938,4.72838
5.688,1.99922,4.72867
5.689,1.99906,4.72897
5.69,1.99891,4.72926
5.691,1.99875,4.72956
5.692,1.9986,4.72985
5.693,1.99845,4.73015
5.694,1.99829,4.73044
5.695,1.99814,4.73073
5.696,1.99798,4.73103
5.697,1.99783,4.73132
5.698,1.99768,4.73161
5.699,1.99752,4.7319
5.7,1.99737,4.7322
5.701,1.99722,4.73249
5.702,1.99706,4.73278
5.703,1.99691,4.73307
5.704,1.99676,4.73336
5.705,1.9966,4.73365
5.706,1.99645,4.73394
5.707,1.9963,4.73423
5.708,1.99615,4.73452
5.709,1.996,4.73481
5.71,1.99584,4.7351
5.711,1.99569,4.73539
5.712,1.99554,4.73568
5.713,1.99539,4.73597
5.714,1.99524,4.73625
5.715,1.99509,4.73654
5.716,1.99494,4.73683
5.717,1.99479,4.73711
5.718,1.99463,4.7374
5.719,1.99448,4.73769
5.72,1.99433,4.73797
5.721,1.99418,4.73826
5.722,1.99403,4.73855
5.723,1.99388,4.73883
5.724,1.99374,4.73912
5.725,1.99359,4.7394
5.726,1.99344,4.73968
5.727,1.99329,4.73997
5.728,1.99314,4.74025
5.729,1.99299,4.74054
5.73,1.99284,4.74082
5.731,1.99269,4.7411
5.732,1.99254,4.74138
5.733,1.9924,4.74167
5.734,1.99225,4.74195
5.735,1.9921,4.74223
5.736,1.99195,4.74251
5.737,1.99181,4.74279
5.738,1.99166,4.74307
5.739,1.99151,4.74335
5.74,1.99136,4.74363
5.741,1.99122,4.74391
5.742,1.99107,4.74419
5.743,1.99092,4.74447
5.744,1.99078,4.74475
5.745,1.99063,4.74503
5.746,1.99048,4.74531
5.747,1.99034,4.74559
5.748,1.99019,4.74586
5.749,1.99005,4.74614
5.75,1.9899,4.74642
5.751,1.98976,4.7467
5.752,1.98961,4.74697
5.753,1.98947,4.74725
5.754,1.98932,4.74752
5.755,1.98918,4.7478
5.756,1.98903,4.74808
5.757,1.98889,4.74835
5.758,1.98874,4.74863
5.759,1.9886,4.7489
5.76,1.98846,4.74918
5.761,1.98831,4.74945
5.762,1.98817,4.74972
5.763,1.98803,4.75
5.764,1.98788,4.75027
5.765,1.98774,4.75054
5.766,1.9876,4.75081
5.767,1.98745,4.75109
5.768,1.98731,4.75136
5.769,1.98717,4.75163
5.77,1.98703,4.7519
5.771,1.98688,4.75217
5.772,1.98674,4.75244
5.773,1.9866,4.75271
5.774,1.98646,4.75298
5.775,1.98632,4.75325
5.776,1.98618,4.75352
5.777,1.98604,4.75379
5.778,1.98589,4.75406
5.779,1.98575,4.75433
5.78,1.98561,4.7546
5.781,1.98547,4.75487
5.782,1.98533,4.75514
5.783,1.98519,4.7554
5.784,1.98505,4.75567
5.785,1.98491,4.75594
5.786,1.98477,4.7562
5.787,1.98463,4.75647
5.788,1.98449,4.75674
5.789,1.98435,4.757
5.79,1.98421,4.75727
5.791,1.98408,4.75753
5.792,1.98394,4.7578
5.793,1.9838,4.75806
5.794,1.98366,4.75833
5.795,1.98352,4.75859
5.796,1.98338,4.75885
5.797,1.98324,4.75912
5.798,1.98311,4.75938
5.799,1.98297,4.75964
5.8,1.98283,4.75991
5.801,1.98269,4.76017
5.802,1.98256,4.76043
5.803,1.98242,4.76069
5.804,1.98228,4.76095
5.805,1.98215,4.76122
5.806,1.98201,4.76148
5.807,1.98187,4.76174
5.808,1.98174,4.762
5.809,1.9816,4.76226
5.81,1.98147,4.76252
5.811,1.98133,4.76278
5.812,1.98119,4.76304
5.813,1.98106,4.76329
5.814,1.98092,4.76355
5.815,1.98079,4.76381
5.816,1.98065,4.76407
5.817,1.98052,4.76433
5.818,1.98038,4.76458
5.819,1.98025,4.76484
5.82,1.98011,4.7651
5.821,1.97998,4.76535
5.822,1.97985,4.76561
5.823,1.97971,4.76587
5.824,1.97958,4.76612
5.825,1.97944,4.76638
5.826,1.97931,4.76663
5.827,1.97918,4.76689
5.828,1.97904,4.76714
5.829,1.97891,4.7674
5.83,1.97878,4.76765
5.831,1.97865,4.7679
5.832,1.97851,4.76816
5.833,1.97838,4.76841
5.834,1.97825,4.76866
5.835,1.97812,4.76891
5.836,1.97799,4.76917
5.837,1.97785,4.76942
5.838,1.97772,4.76967
5.839,1.97759,4.76992
5.84,1.97746,4.77017
5.841,1.97733,4.77042
5.842,1.9772,4.77067
5.843,1.97707,4.77092
5.844,1.97694,4.77117
5.845,1.97681,4.77142
5.846,1.97668,4.77167
5.847,1.97655,4.77192
5.848,1.97642,4.77217
5.849,1.97629,4.77242
5.85,1.97616,4.77267
5.851,1.97603,4.77291
5.852,1.9759,4.77316
5.853,1.97577,4.77341
5.854,1.97564,4.77366
5.855,1.97551,4.7739
5.856,1.97538,4.77415
5.857,1.97525,4.77439
5.858,1.97512,4.77464
5.859,1.975,4.77489
5.86,1.97487,4.77513
5.861,1.97474,4.77538
5.862,1.97461,4.77562
5.863,1.97448,4.77586
5.864,1.97436,4.77611
5.865,1.97423,4.77635
5.866,1.9741,4.7766
5.867,1.97398,4.77684
5.868,1.97385,4.77708
5.869,1.97372,4.77732
5.87,1.97359,4.77757
5.871,1.97347,4.77781
5.872,1.97334,4.77805
5.873,1.97322,4.77829
5.874,1.97309,4.77853
5.875,1.97296,4.77877
5.876,1.97284,4.77901
5.877,1.97271,4.77926
5.878,1.97259,4.7795
5.879,1.97246,4.77973
5.88,1.97234,4.77997
5.881,1.97221,4.78021
5.882,1.97209,4.78045
5.883,1.97196,4.78069
5.884,1.97184,4.78093
5.885,1.97172,4.78117
5.886,1.97159,4.7814
5.887,1.97147,4.78164
5.888,1.97134,4.78188
5.889,1.97122,4.78212
5.89,1.9711,4.78235
5.891,1.97097,4.78259
5.892,1.97085,4.78282
5.893,1.97073,4.78306
5.894,1.9706,4.7833
5.895,1.97048,4.78353
5.896,1.97036,4.78377
5.897,1.97024,4.784
5.898,1.97011,4.78423
5.899,1.96999,4.78447
5.9,1.96987,4.7847
5.901,1.96975,4.78494
5.902,1.96963,4.78517
5.903,1.96951,4.7854
5.904,1.96938,4.78563
5.905,1.96926,4.78587
5.906,1.96914,4.7861
5.907,1.96902,4.78633
5.908,1.9689,4.78656
5.909,1.96878,4.78679
5.91,1.96866,4.78702
5.911,1.96854,4.78725
5.912,1.96842,4.78748
5.913,1.9683,4.78771
5.914,1.96818,4.78794
5.915,1.96806,4.78817
5.916,1.96794,4.7884
5.917,1.96782,4.78863
5.918,1.9677,4.78886
5.919,1.96758,4.78909
5.92,1.96746,4.78932
5.921,1.96735,4.78954
5.922,1.96723,4.78977
5.923,1.96711,4.79
5.924,1.96699,4.79022
5.925,1.96687,4.79045
5.926,1.96676,4.79068
5.927,1.96664,4.7909
5.928,1.96652,4.79113
5.929,1.9664,4.79135
5.93,1.96629,4.79158
5.931,1.96617,4.7918
5.932,1.96605,4.79203
5.933,1.96593,4.79225
5.934,1.96582,4.79248
5.935,1.9657,4.7927
5.936,1.96558,4.79292
5.937,1.96547,4.79315
5.938,1.96535,4.79337
5.939,1.96524,4.79359
5.94,1.96512,4.79382
5.941,1.96501,4.79404
5.942,1.96489,4.79426
5.943,1.96477,4.79448
5.944,1.96466,4.7947
5.945,1.96454,4.79492
5.946,1.96443,4.79514
5.947,1.96431,4.79536
5.948,1.9642,4.79558
5.949,1.96409,4.7958
5.95,1.96397,4.79602
5.951,1.96386,4.79624
5.952,1.96374,4.79646
5.953,1.96363,4.79668
5.954,1.96352,4.7969
5.955,1.9634,4.79711
5.956,1.96329,4.79733
5.957,1.96318,4.79755
5.958,1.96306,4.79777
5.959,1.96295,4.79798
5.96,1.96284,4.7982
5.961,1.96273,4.79842
5.962,1.96261,4.79863
5.963,1.9625,4.79885
5.964,1.96239,4.79906
5.965,1.96228,4.79928
5.966,1.96217,4.79949
5.967,1.96205,4.79971
5.968,1.96194,4.79992
5.969,1.96183,4.80014
5.97,1.96172,4.80035
5.971,1.96161,4.80056
5.972,1.9615,4.80078
5.973,1.96139,4.80099
5.974,1.96128,4.8012
5.975,1.96117,4.80142
5.976,1.96106,4.80163
5.977,1.96095,4.80184
5.978,1.96084,4.80205
5.979,1.96073,4.80226
5.98,1.96062,4.80247
5.981,1.96051,4.80268
5.982,1.9604,4.80289
5.983,1.96029,4.8031
5.984,1.96018,4.80331
5.985,1.96007,4.80352
5.986,1.95996,4.80373
5.987,1.95985,4.80394
5.988,1.95974,4.80415
5.989,1.95964,4.80436
5.99,1.95953,4.80457
5.991,1.95942,4.80477
5.992,1.95931,4.80498
5.993,1.9592,4.80519
5.994,1.9591,4.8054
5.995,1.95899,4.8056
5.996,1.95888,4.80581
5.997,1.95878,4.80601
5.998,1.95867,4.80622
5.999,1.95856,4.80643
6,1.95845,4.80663
6.001,1.95835,4.80684
6.002,1.95824,4.80704
6.003,1.95814,4.80725
6.004,1.95803,4.80745
6.005,1.95792,4.80765
6.006,1.95782,4.80786
6.007,1.95771,4.80806
6.008,1.95761,4.80826
6.009,1.9575,4.80847
6.01,1.9574,4.80867
6.011,1.95729,4.80887
6.012,1.95719,4.80907
6.013,1.95708,4.80927
6.014,1.95698,4.80948
6.015,1.95687,4.80968
6.016,1.95677,4.80988
6.017,1.95667,4.81008
6.018,1.95656,4.81028
6.019,1.95646,4.81048
6.02,1.95635,4.81068
6.021,1.95625,4.81088
6.022,1.95615,4.81108
6.023,1.95604,4.81127
6.024,1.95594,4.81147
6.025,1.95584,4.81167
6.026,1.95574,4.81187
6.027,1.95563,4.81207
6.028,1.95553,4.81226
6.029,1.95543,4.81246
6.03,1.95533,4.81266
6.031,1.95522,4.81285
6.032,1.95512,4.81305
6.033,1.95502,4.81325
6.034,1.95492,4.81344
6.035,1.95482,4.81364
6.036,1.95472,4.81383
6.037,1.95462,4.81403
6.038,1.95451,4.81422
6.039,1.95441,4.81442
6.04,1.95431,4.81461
6.041,1.95421,4.8148
6.042,1.95411,4.815
6.043,1.95401,4.81519
6.044,1.95391,4.81538
6.045,1.95381,4.81558
6.046,1.95371,4.81577
6.047,1.95361,4.81596
6.048,1.95351,4.81615
6.049,1.95341,4.81634
6.05,1.95331,4.81654
6.051,1.95322,4.81673
6.052,1.95312,4.81692
6.053,1.95302,4.81711
6.054,1.95292,4.8173
6.055,1.95282,4.81749
6.056,1.95272,4.81768
6.057,1.95262,4.81787
